Name,Type,Start Time,Elapsed Time,Start Direction,End Direction
0,True,0,17.5,North,West
1,True,9.0,17.5,East,South
2,True,12.0,19.5,South,West
3,True,12.0,22.5,West,East
4,True,13.0,24.5,North,South
5,True,23.5,17.0,East,West
6,True,25.5,18.0,North,South
7,True,31.0,15.5,West,East
8,True,36.5,15.5,North,South
9,True,37.5,17.5,East,West
10,True,39.5,18.5,South,North
11,True,49.5,15.5,North,South
12,True,50.0,20.0,South,East
13,True,53.0,20.0,East,West
14,True,54.0,22.0,West,East
15,True,64.5,17.5,South,East
16,True,65.0,20.0,West,East
17,True,74.5,15.5,South,North
18,True,77.0,16.0,East,West
19,True,78.5,19.5,West,South
20,True,80.0,21.0,North,South
21,True,91.0,17.5,South,West
22,True,93.0,18.5,East,West
23,True,95.5,19.0,West,East
24,True,106.0,17.5,West,North
25,True,106.5,22.0,South,East
26,True,111.0,20.5,East,West
27,True,113.0,21.5,North,South
28,True,118.0,21.5,South,East
29,True,130.0,15.5,North,South
30,True,130.5,18.0,South,North
31,True,133.5,18.0,East,West
32,True,141.5,15.5,South,North
33,True,146.5,15.5,North,South
34,True,147.5,19.5,West,North
35,True,152.0,18.0,South,North
36,True,155.0,18.0,East,West
37,True,158.5,17.5,North,South
38,True,168.5,17.5,South,West
39,True,169.5,19.5,North,South
40,True,172.0,22.0,East,South
41,True,174.0,25.0,West,South
42,True,181.0,21.0,North,South
43,True,183.5,23.5,South,West
44,True,186.5,23.5,West,East
45,True,196.5,16.5,South,North
46,True,201.5,15.5,West,East
47,True,206.0,17.5,North,East
48,True,219.0,17.5,East,North
49,True,221.0,18.5,South,North
50,True,241.5,15.5,North,South
51,True,244.0,16.0,East,West
52,True,245.5,17.5,West,East
53,True,262.0,17.5,East,North
54,True,265.5,17.0,North,South
55,True,267.0,18.5,South,North
56,True,276.5,15.5,West,East
57,True,282.0,15.5,East,West
58,True,285.0,15.5,North,South
59,True,287.0,16.5,West,East
60,True,295.5,15.5,South,North
61,True,297.5,18.5,West,North
62,True,300.5,20.5,North,West
63,True,305.5,18.5,South,North
64,True,312.0,15.5,East,West
65,True,323.0,15.5,North,South
66,True,324.0,19.5,South,West
67,True,325.0,23.5,East,South
68,True,336.0,15.5,West,East
69,True,339.0,15.5,East,West
70,True,339.5,18.0,South,North
71,True,343.5,17.0,North,South
72,True,348.0,15.5,West,East
73,True,356.0,15.5,East,West
74,True,358.0,16.5,West,East
75,True,364.0,17.5,North,East
76,True,368.5,18.0,South,West
77,True,375.5,15.5,East,West
78,True,380.0,15.5,West,East
79,True,387.5,15.5,South,North
80,True,391.5,15.5,East,West
81,True,400.5,17.5,West,North
82,True,405.0,16.0,North,South
83,True,419.0,15.5,East,West
84,True,423.0,17.5,South,East
85,True,423.5,20.0,West,East
86,True,429.0,19.5,North,East
87,True,434.0,17.5,East,West
88,True,434.5,22.0,South,West
89,True,437.5,24.0,West,North
90,True,444.0,20.5,North,South
91,True,451.0,18.5,South,East
92,True,455.0,17.5,East,West
93,True,455.0,20.5,West,East
94,True,472.5,15.5,West,East
95,True,474.5,18.5,East,South
96,True,475.0,21.0,South,North
97,True,476.5,24.5,North,East
98,True,484.5,19.5,West,East
99,True,491.0,18.0,South,East
100,True,497.5,17.5,East,South
101,True,503.5,15.5,West,East
102,True,506.0,16.0,South,North
103,True,507.5,19.5,East,North
104,True,512.0,20.0,North,East
105,True,514.0,21.0,West,East
106,True,521.5,18.5,East,North
107,True,527.0,16.0,North,South
108,True,529.0,17.0,West,East
109,True,532.0,17.0,South,North
110,True,537.0,15.5,North,South
111,True,537.5,20.0,East,North
112,True,548.0,17.5,South,West
113,True,552.5,18.0,East,South
114,True,553.0,20.5,North,South
115,True,555.0,21.5,West,East
116,True,563.0,16.5,North,South
117,True,574.5,17.5,South,East
118,True,580.0,15.5,West,East
119,True,582.5,16.0,North,South
120,True,584.0,17.5,East,West
121,True,587.0,17.5,South,North
122,True,599.0,17.5,East,North
123,True,602.0,19.5,West,North
124,True,606.0,18.5,South,North
125,True,608.5,19.0,North,South
126,True,611.5,21.0,East,South
127,True,613.0,22.5,West,East
128,True,616.0,22.5,South,North
129,True,622.0,21.5,East,North
130,True,624.5,24.0,West,South
131,True,632.0,19.5,North,South
132,True,636.0,18.5,East,West
133,True,638.5,19.0,South,North
134,True,640.0,20.5,West,East
135,True,646.5,19.0,North,East
136,True,656.5,15.5,West,East
137,True,661.0,15.5,South,North
138,True,662.0,17.5,East,West
139,True,671.0,17.5,South,East
140,True,673.0,20.5,North,East
141,True,679.0,17.5,West,East
142,True,683.0,16.5,South,North
143,True,688.0,15.5,North,South
144,True,699.0,15.5,South,North
145,True,705.0,17.5,West,North
146,True,707.5,18.0,North,South
147,True,710.5,18.0,East,West
148,True,716.5,17.5,South,West
149,True,719.0,20.0,West,South
150,True,719.5,22.5,North,South
151,True,731.0,17.5,North,East
152,True,735.0,16.5,East,West
153,True,735.5,19.0,South,North
154,True,737.5,22.0,West,North
155,True,745.0,19.5,East,North
156,True,750.0,17.5,West,East
157,True,752.5,20.0,North,West
158,True,762.5,15.5,West,East
159,True,764.0,19.0,South,West
160,True,774.5,15.5,South,North
161,True,775.0,18.0,East,West
162,True,776.5,19.5,North,South
163,True,786.0,15.5,West,East
164,True,787.0,19.5,South,East
165,True,792.0,17.5,North,South
166,True,798.0,15.5,West,East
167,True,800.5,16.0,South,North
168,True,812.5,15.5,North,South
169,True,813.0,20.0,South,West
170,True,815.5,20.5,East,West
171,True,826.0,15.5,East,West
172,True,826.0,20.5,West,North
173,True,837.5,15.5,North,South
174,True,841.0,17.5,West,North
175,True,842.5,19.0,East,West
176,True,853.5,17.5,North,West
177,True,861.0,17.5,East,North
178,True,861.5,20.0,West,East
179,True,864.0,22.5,North,West
180,True,868.0,23.5,South,West
