Name,Type,Start Time,Elapsed Time,Start Direction,End Direction
0,False,0,15.5,East,North
1,False,0.5,19.0,West,South
2,False,3.0,20.5,South,East
3,False,12.0,15.5,North,West
4,True,17.5,15.5,East,West
5,True,20.5,15.5,South,North
6,True,26.0,17.5,West,South
7,False,31.5,16.0,North,West
8,False,36.5,13.5,East,West
9,True,36.5,16.5,South,North
11,False,42.5,13.5,North,South
10,True,42.0,19.0,West,South
12,True,47.5,16.5,South,North
13,False,55.5,15.5,North,East
14,False,61.0,15.5,South,West
15,True,63.0,18.5,West,North
16,False,66.0,17.5,North,South
17,False,66.5,19.0,East,West
18,False,80.0,15.5,South,East
19,False,80.0,19.5,West,North
20,True,81.5,21.0,North,South
21,False,86.5,20.0,East,North
22,False,101.0,13.5,North,South
23,False,102.0,14.5,East,West
24,False,105.5,13.5,West,East
25,False,112.5,13.5,North,South
26,True,112.5,16.5,East,West
27,False,117.0,16.0,South,West
28,True,120.0,18.0,West,North
29,False,124.5,15.5,North,South
30,False,134.5,13.5,West,East
31,False,136.0,14.0,East,West
32,True,138.5,15.5,North,South
33,False,148.5,15.5,East,South
34,False,155.0,13.5,West,East
35,False,157.0,13.5,North,South
36,False,164.0,13.5,South,North
37,False,171.0,15.5,North,East
38,False,173.0,15.5,East,West
39,True,176.5,15.5,South,North
40,True,177.5,17.5,West,East
41,False,191.5,13.5,West,East
42,False,192.0,15.0,North,South
43,False,194.0,15.0,East,West
44,False,206.0,13.5,North,South
45,False,206.0,15.5,South,North
47,False,216.0,13.5,South,North
46,True,215.0,19.5,West,North
48,False,228.5,13.5,West,East
49,False,229.0,15.0,South,North
50,False,230.0,18.0,East,North
51,False,233.0,17.0,North,South
52,False,241.5,13.5,West,East
53,True,244.5,17.5,South,West
54,False,251.0,13.5,East,West
55,False,252.0,16.5,North,East
56,False,252.5,18.0,West,East
57,False,254.5,20.0,South,West
58,True,267.5,15.5,South,North
59,False,277.0,13.5,East,West
60,False,278.0,14.5,South,North
61,True,284.0,15.5,North,South
62,False,288.5,15.5,East,North
63,False,290.0,16.0,West,East
64,False,294.5,13.5,South,North
65,False,300.0,15.5,East,North
66,False,300.5,17.0,West,East
67,False,304.5,15.0,South,North
68,False,306.0,15.5,North,South
69,False,316.0,13.5,West,East
70,False,318.5,13.5,East,West
71,False,329.5,13.5,West,East
72,False,331.0,14.0,South,North
73,True,335.5,17.5,East,North
74,False,338.5,18.5,North,West
76,False,347.5,13.5,West,East
75,True,347.5,16.5,South,North
77,False,349.5,16.5,East,West
78,False,358.0,15.5,North,West
79,True,359.0,17.5,South,North
80,True,361.0,18.5,East,West
81,False,365.5,16.0,West,East
82,True,369.0,15.5,North,South
83,False,370.0,16.5,South,North
84,False,371.5,17.0,East,West
85,False,380.0,15.5,North,West
86,False,383.5,14.0,East,West
87,False,386.0,15.5,West,North
88,True,390.0,15.5,South,North
89,True,395.5,17.5,North,East
91,False,408.0,15.5,West,North
92,False,408.5,19.0,North,West
90,True,407.5,23.0,East,West
93,False,414.0,20.5,South,East
94,False,419.5,17.0,North,South
95,False,419.5,21.0,West,North
96,False,427.0,17.5,East,North
97,False,428.0,18.5,South,North
98,False,431.0,17.5,West,East
99,False,435.5,15.0,North,South
100,False,440.5,15.5,South,West
101,False,441.0,17.0,East,West
102,False,448.0,15.5,West,South
103,False,460.5,13.5,North,South
104,False,464.0,13.5,South,North
105,False,475.0,13.5,North,South
106,False,475.0,15.5,West,East
107,False,478.5,16.0,East,South
108,False,486.5,13.5,North,South
109,False,486.5,15.5,South,North
110,False,496.0,13.5,West,East
111,True,497.5,17.5,North,East
112,False,519.0,13.5,North,South
113,True,521.5,17.5,South,East
114,False,527.0,14.0,East,West
115,False,530.5,13.5,North,South
116,False,530.5,17.5,West,North
117,False,539.5,13.5,East,West
118,False,540.5,14.5,North,South
119,False,545.5,13.5,West,East
120,False,550.5,13.5,North,South
121,True,550.5,16.5,South,North
122,False,555.0,14.0,East,West
123,False,561.5,13.5,West,East
124,False,562.5,14.5,North,South
125,False,567.5,15.5,East,North
126,False,578.0,13.5,West,East
127,False,578.5,15.0,North,South
128,False,594.5,15.5,East,South
129,True,594.5,20.5,West,North
130,False,596.5,20.5,South,North
131,False,608.5,13.5,West,East
133,False,610.0,16.0,East,South
132,True,609.5,19.5,South,North
134,False,611.0,20.0,North,South
135,False,621.0,15.5,East,North
136,False,621.5,17.0,West,East
137,False,632.5,13.5,North,South
138,False,634.0,14.0,East,West
139,False,639.5,13.5,South,North
140,False,643.0,15.5,West,South
141,True,645.0,16.5,East,West
142,False,653.0,13.5,West,East
144,False,657.0,13.5,East,West
143,True,657.0,16.5,North,South
145,False,663.0,13.5,South,North
146,False,668.0,13.5,North,South
147,False,673.0,13.5,East,West
148,False,674.0,16.5,West,South
149,False,684.0,13.5,South,North
150,True,684.0,18.5,West,North
151,False,688.5,18.0,North,West
152,True,694.0,17.5,South,West
153,False,699.0,16.5,North,West
154,False,703.5,16.0,West,South
155,True,708.0,15.5,South,North
156,True,710.0,16.5,North,South
157,False,714.5,14.0,East,West
158,False,727.0,13.5,East,West
159,False,728.5,16.0,South,West
160,False,740.5,13.5,East,West
161,True,750.0,15.5,North,South
162,False,759.5,13.5,East,West
163,False,759.5,17.5,South,West
164,False,761.0,20.0,West,North
165,True,772.0,15.5,West,East
166,False,776.0,13.5,East,West
167,False,783.5,13.5,West,East
168,False,784.0,15.0,South,North
169,False,786.5,16.5,North,West
170,False,788.5,16.5,East,West
171,True,794.0,17.5,West,South
172,False,803.5,15.5,South,West
173,False,809.0,13.5,East,West
174,False,809.5,17.0,West,South
175,True,820.0,15.5,North,South
176,False,823.0,14.5,West,East
177,False,831.0,13.5,East,West
178,False,832.0,14.5,South,North
179,False,832.5,18.0,North,West
180,True,836.5,17.0,West,East
181,False,847.0,15.5,West,North
182,False,853.0,13.5,East,West
183,False,858.5,13.5,West,East
184,False,862.0,13.5,South,North
185,False,867.0,13.5,East,West
186,False,873.0,13.5,South,North
187,False,876.0,13.5,North,South
188,False,877.0,14.5,West,East
189,True,885.5,15.5,East,West
190,True,886.0,18.0,South,North
191,False,892.5,13.5,West,East
192,True,895.5,15.5,East,West
193,False,904.5,13.5,South,North
194,True,906.5,17.5,East,South
195,False,908.5,17.5,West,East
196,False,918.5,13.5,South,North
197,False,921.0,13.5,East,West
198,False,922.0,14.5,West,East
199,False,925.0,15.5,North,East
200,False,934.5,15.5,East,South
201,True,940.5,15.5,North,South
202,False,947.5,15.5,South,East
203,False,955.0,13.5,North,South
204,False,957.5,13.5,East,West
205,True,960.5,15.5,South,North
206,False,966.5,13.5,West,East
207,False,971.0,13.5,East,West
208,False,975.5,13.5,North,South
209,True,976.5,15.5,South,North
210,False,979.5,16.5,West,South
212,False,986.5,13.5,South,North
211,True,986.5,18.5,North,West
213,True,998.5,15.5,North,South
214,False,1000.0,16.0,West,East
215,False,1002.0,16.0,South,North
216,False,1016.0,13.5,North,South
217,True,1020.0,15.5,West,East
218,False,1036.0,15.5,North,East
219,False,1040.0,15.5,West,North
220,True,1041.5,17.0,South,North
221,False,1045.5,15.0,East,West
222,False,1047.5,17.0,North,East
223,False,1055.5,13.5,West,East
224,False,1056.0,17.0,East,North
225,False,1057.0,20.0,South,East
226,False,1060.0,19.0,North,South
227,False,1082.0,13.5,North,South
228,False,1083.0,14.5,East,West
229,False,1085.5,14.0,South,North
230,False,1092.0,13.5,West,East
231,False,1093.5,14.0,North,South
232,False,1094.5,17.0,East,South
233,True,1100.5,15.5,South,North
234,True,1103.5,15.5,North,South
235,False,1110.5,13.5,West,East
236,True,1112.0,15.5,East,West
237,False,1116.0,13.5,South,North
238,False,1117.5,16.0,North,West
239,False,1124.5,15.5,West,North
240,False,1135.0,13.5,West,East
242,False,1136.5,14.0,North,South
241,True,1135.5,18.0,South,North
243,False,1139.0,16.5,East,West
244,False,1161.0,13.5,East,West
245,False,1164.0,13.5,South,North
246,False,1165.0,16.5,West,South
247,False,1170.0,13.5,North,South
248,True,1176.0,17.5,East,North
249,False,1179.0,16.5,South,North
250,False,1184.5,13.5,West,East
251,True,1191.5,15.5,North,South
252,False,1194.0,15.0,South,North
253,False,1202.5,13.5,North,South
254,False,1207.0,15.5,South,West
255,True,1208.5,17.0,East,West
256,False,1213.5,14.0,North,South
257,False,1228.0,13.5,North,South
258,False,1230.5,13.5,East,West
259,False,1236.0,13.5,West,East
260,False,1236.5,15.0,South,North
261,False,1257.0,15.5,South,East
262,False,1257.5,17.0,West,East
263,False,1260.0,16.5,North,South
264,False,1263.5,15.0,East,West
265,False,1269.0,15.5,West,North
266,False,1273.5,13.5,North,South
267,False,1274.5,14.5,East,West
268,False,1288.0,15.5,North,East
269,False,1288.0,19.5,West,South
270,False,1289.0,20.5,East,West
271,False,1289.0,22.5,South,North
272,False,1301.5,15.5,North,West
273,True,1307.0,17.5,West,North
274,False,1309.0,19.5,East,North
275,False,1314.0,18.5,North,West
276,False,1315.5,19.0,South,North
277,False,1320.5,16.0,East,West
278,False,1327.5,15.5,North,East
279,True,1336.0,15.5,South,North
280,False,1340.5,13.5,West,East
281,True,1342.0,15.5,East,West
282,True,1352.5,17.5,South,West
283,False,1355.5,16.5,East,West
284,False,1357.0,17.0,West,East
285,False,1363.5,13.5,South,North
286,False,1368.0,13.5,West,East
287,False,1369.5,14.0,East,West
288,False,1378.5,15.5,North,West
289,True,1380.5,16.5,East,West
290,False,1382.0,17.0,South,North
291,True,1390.5,17.5,East,North
292,True,1392.5,20.5,North,West
293,True,1394.0,22.0,South,North
294,False,1408.0,13.5,East,West
295,False,1408.5,15.0,West,East
296,False,1413.5,13.5,South,North
297,False,1419.5,13.5,West,East
298,True,1424.0,15.5,North,South
299,False,1432.0,13.5,South,North
300,False,1432.5,15.0,East,West
301,True,1433.5,17.0,West,East
302,False,1442.0,15.5,South,West
303,False,1445.5,14.0,North,South
304,False,1450.5,15.5,East,North
305,False,1451.0,17.0,West,East
306,False,1459.5,13.5,South,North
307,False,1468.5,13.5,East,West
308,False,1472.0,15.5,North,East
309,False,1476.5,13.5,West,East
310,False,1479.0,13.5,South,North
311,False,1490.0,13.5,South,North
312,False,1491.0,14.5,East,West
313,True,1499.5,17.5,West,North
314,False,1503.0,16.0,East,West
315,False,1510.5,13.5,North,South
316,True,1516.0,15.5,West,East
317,False,1525.5,13.5,South,North
318,True,1541.5,15.5,East,West
319,False,1545.5,13.5,North,South
320,False,1550.0,15.5,South,East
321,False,1552.0,17.5,West,North
322,False,1557.5,14.0,North,South
323,False,1564.0,13.5,West,East
324,False,1565.5,14.0,South,North
325,False,1567.0,16.5,East,North
326,False,1571.0,14.5,North,South
327,False,1578.0,15.5,East,South
328,True,1579.0,17.5,West,East
329,True,1586.0,15.5,North,South
330,False,1591.0,15.5,South,East
331,False,1595.0,13.5,West,East
332,False,1596.0,14.5,North,South
333,False,1601.0,15.5,East,North
334,False,1609.0,13.5,South,North
335,False,1613.0,15.5,West,North
336,False,1623.5,13.5,South,North
337,False,1627.5,15.5,West,North
338,True,1636.0,17.5,South,West
339,False,1639.0,18.5,East,South
340,False,1640.5,21.0,North,West
341,True,1648.0,16.5,South,North
342,False,1656.5,13.5,East,West
343,False,1661.0,13.5,North,South
344,False,1661.5,15.0,South,North
345,False,1666.5,15.5,West,North
346,False,1680.5,13.5,North,South
347,False,1682.0,14.0,East,West
348,True,1686.5,15.5,West,East
349,True,1693.5,15.5,East,West
350,True,1697.0,15.5,South,North
351,False,1700.5,14.0,West,East
352,False,1702.5,14.0,North,South
353,True,1707.0,17.5,East,South
354,False,1710.5,16.0,West,East
355,False,1715.5,13.5,North,South
356,False,1719.5,15.5,South,West
357,False,1721.0,16.0,East,West
358,False,1721.5,17.5,West,East
359,False,1727.0,14.0,North,South
360,False,1729.5,13.5,South,North
361,False,1732.0,13.5,West,East
362,False,1736.5,15.5,East,South
363,False,1744.5,13.5,South,North
364,False,1745.5,16.5,North,East
365,False,1748.5,15.5,East,West
366,False,1755.5,15.5,West,South
367,False,1759.0,16.0,North,East
368,False,1760.0,17.0,South,North
369,True,1770.5,17.5,North,East
370,False,1775.5,14.5,South,North
371,False,1782.0,13.5,North,South
373,False,1787.5,15.5,East,South
372,True,1787.0,21.0,South,East
374,False,1798.0,15.5,South,East
375,True,1800.5,16.0,North,South
376,True,1805.0,15.5,East,West
377,False,1808.0,14.5,South,North
379,False,1815.5,13.5,West,East
378,True,1815.0,19.0,East,South
380,False,1820.5,15.5,North,South
381,False,1830.0,13.5,South,North
382,False,1833.5,15.5,North,East
383,False,1836.0,17.0,East,North
384,False,1842.0,13.5,West,East
385,False,1849.5,13.5,East,West
386,False,1857.0,13.5,North,South
387,True,1863.0,17.5,West,North
388,True,1867.5,16.0,North,South
389,False,1878.0,15.5,East,North
390,False,1879.5,16.0,North,South
391,False,1884.0,15.5,West,North
392,False,1886.0,15.5,South,North
393,True,1891.0,17.5,North,West
394,False,1901.0,13.5,East,West
395,True,1901.0,16.5,West,East
396,False,1908.0,13.5,North,South
397,True,1910.0,15.5,South,North
398,True,1914.5,15.5,West,East
399,False,1923.5,13.5,North,South
400,True,1925.5,15.5,South,North
401,False,1927.5,15.5,West,East
402,False,1928.5,16.5,East,West
403,False,1934.0,13.5,North,South
405,False,1940.5,13.5,West,East
404,True,1940.5,16.5,East,West
406,False,1947.0,13.5,North,South
407,False,1949.0,13.5,South,North
408,False,1950.5,14.0,East,West
409,True,1952.0,17.5,West,South
410,False,1963.0,13.5,South,North
411,False,1964.5,14.0,East,West
412,True,1967.5,17.5,West,North
413,True,1975.0,15.5,East,West
414,False,1978.0,14.5,West,East
415,False,1985.5,13.5,North,South
417,False,1998.5,13.5,North,South
416,True,1997.5,17.5,South,North
418,False,2006.0,15.5,West,North
420,False,2009.5,16.0,South,West
419,True,2009.0,21.5,North,West
421,False,2021.5,15.5,North,West
422,False,2029.5,13.5,West,East
423,False,2033.0,15.5,South,East
424,False,2038.0,13.5,North,South
425,True,2040.5,17.5,East,South
426,False,2048.0,13.5,North,South
427,True,2049.5,17.5,West,South
428,False,2054.0,15.0,East,West
429,False,2054.5,16.5,South,North
430,False,2060.0,15.5,West,South
431,False,2066.0,13.5,East,West
432,True,2070.0,15.5,North,South
434,False,2077.0,15.5,East,North
433,True,2076.0,19.5,West,East
435,False,2086.5,15.5,West,South
436,False,2091.5,15.5,East,North
437,False,2093.5,15.5,South,North
438,False,2094.5,16.5,North,South
439,False,2104.5,13.5,West,East
440,False,2105.0,15.0,East,West
441,False,2118.0,15.5,North,East
442,False,2120.5,15.0,East,West
443,False,2124.0,13.5,West,East
444,True,2130.0,15.5,North,South
445,False,2133.5,14.0,East,West
446,False,2140.0,15.5,West,North
447,False,2145.0,15.5,North,West
448,False,2154.5,13.5,South,North
449,True,2155.0,16.0,North,South
450,False,2157.0,16.0,East,West
451,False,2159.0,16.0,West,East
452,True,2167.0,15.5,North,South
453,False,2180.5,15.5,South,West
454,False,2183.5,16.5,East,South
455,False,2189.5,15.5,North,West
456,False,2197.0,15.5,East,North
457,False,2198.5,18.0,West,South
458,False,2202.5,16.0,South,North
459,False,2212.0,15.5,West,South
460,False,2221.0,13.5,East,West
461,False,2224.0,13.5,North,South
462,True,2226.5,17.5,West,North
463,False,2237.0,15.5,South,West
465,False,2238.5,16.0,North,South
464,True,2238.0,19.5,West,East
466,False,2241.0,18.5,East,West
467,False,2249.5,15.5,West,North
468,False,2251.5,15.5,North,South
469,False,2259.0,13.5,South,North
470,False,2264.5,13.5,North,South
471,False,2277.5,13.5,North,South
472,False,2283.0,13.5,East,West
473,False,2284.0,14.5,South,North
474,False,2288.5,13.5,North,South
475,True,2292.0,15.5,West,East
476,False,2295.0,14.5,East,West
477,False,2296.0,15.5,South,North
478,False,2306.0,13.5,West,East
479,False,2309.5,15.5,East,North
480,False,2316.5,15.5,West,North
481,True,2321.5,15.5,North,South
482,False,2329.0,13.5,East,West
483,True,2331.0,17.5,South,West
484,False,2333.0,17.5,West,East
485,False,2336.0,16.5,North,South
486,False,2342.0,13.5,East,West
487,False,2346.0,13.5,West,East
488,False,2353.0,15.5,East,North
489,False,2362.5,13.5,South,North
490,False,2368.5,13.5,West,East
491,False,2369.0,15.0,North,South
492,False,2378.0,13.5,South,North
493,False,2383.0,13.5,West,East
494,False,2393.0,13.5,East,West
495,True,2394.0,15.5,West,East
496,False,2396.0,17.5,North,West
497,False,2403.5,13.5,East,West
