Name,Type,Start Time,Elapsed Time,Start Direction,End Direction
0,False,0,15.5,North,East
1,True,6.0,15.5,South,North
3,False,14.0,15.5,West,North
2,True,13.5,19.0,North,South
4,False,19.0,15.5,East,West
5,False,34.0,13.5,North,South
6,False,40.5,15.5,East,North
7,True,41.0,20.0,South,East
8,True,48.0,16.0,North,South
9,True,50.5,18.5,East,North
10,True,52.0,20.0,South,North
11,True,59.0,16.0,North,South
12,False,62.0,15.0,West,East
13,True,65.0,17.5,South,West
14,False,75.0,13.5,North,South
15,False,82.5,13.5,South,North
16,True,87.0,15.5,North,South
17,True,92.5,15.5,East,West
18,True,93.5,17.5,West,East
19,False,98.5,14.5,North,South
20,False,103.5,13.5,South,North
22,False,111.0,13.5,North,South
21,True,110.5,17.0,West,East
23,True,115.0,17.5,East,South
24,True,124.5,15.5,North,South
25,True,125.0,18.0,West,East
26,True,138.0,17.5,East,South
27,True,148.0,17.5,East,North
28,True,155.0,15.5,West,East
29,True,156.5,17.0,South,North
30,True,160.5,18.0,North,East
31,True,169.5,17.5,East,South
32,True,171.0,19.0,South,North
33,True,175.0,18.0,North,South
34,False,177.5,19.5,West,South
35,False,201.0,15.5,South,West
36,False,206.0,15.5,West,North
37,False,208.0,15.5,East,West
38,True,208.5,18.0,North,South
39,True,212.0,17.5,South,North
40,True,218.0,15.5,East,West
41,True,228.5,15.5,West,East
42,True,233.5,17.5,North,East
43,False,237.0,16.0,South,North
44,True,242.5,15.5,West,East
45,False,255.0,13.5,West,East
46,True,256.0,15.5,South,North
47,True,263.0,15.5,East,West
48,True,266.0,17.5,South,West
49,True,270.0,18.5,North,East
50,False,285.0,13.5,West,East
51,True,286.0,15.5,East,West
52,True,286.5,20.0,North,West
53,False,300.5,15.5,East,North
54,False,306.5,15.5,West,North
55,False,318.0,15.5,East,North
56,False,320.0,17.5,West,South
57,False,327.0,13.5,South,North
58,True,329.5,15.5,North,South
59,True,337.5,15.5,West,East
60,True,338.5,17.5,South,North
61,False,340.5,17.5,East,West
62,False,344.5,17.5,North,East
63,False,354.5,13.5,North,South
65,False,355.0,17.0,West,North
64,True,354.5,20.5,East,West
66,False,360.5,16.5,South,North
67,True,365.5,17.5,East,North
68,False,379.0,13.5,East,West
69,True,384.0,15.5,South,North
70,False,396.5,15.5,East,North
71,False,397.0,17.0,West,East
72,True,397.5,19.5,North,South
73,False,402.5,16.5,South,North
74,False,407.0,14.0,West,East
75,False,408.5,14.5,North,South
76,False,414.0,13.5,East,West
77,True,419.0,15.5,West,East
78,True,425.5,15.5,East,West
79,True,428.5,17.5,South,West
80,False,436.5,13.5,East,West
81,True,437.0,16.0,West,East
82,True,441.5,17.5,North,East
83,True,448.0,15.5,West,East
85,False,453.0,15.5,East,North
84,True,453.0,20.5,North,West
86,True,462.0,15.5,West,East
87,False,465.0,14.5,South,North
88,True,472.5,15.5,West,East
89,False,474.5,15.5,North,South
90,True,475.5,17.5,East,West
91,False,491.5,13.5,East,West
92,True,492.5,15.5,West,East
93,False,494.0,16.0,North,South
94,True,503.0,15.5,South,North
95,True,503.5,20.0,East,North
96,True,506.0,20.5,West,East
97,True,513.5,18.0,East,North
98,False,515.0,18.5,North,South
99,False,516.5,21.0,West,South
100,True,521.5,19.0,South,North
101,True,525.0,20.5,East,North
102,True,532.0,16.5,North,South
