Name,Type,Start Time,Elapsed Time,Start Direction,End Direction
0,True,2.5,15.5,East,West
1,True,5.0,16.0,North,South
2,False,15.0,13.5,West,East
3,True,23.0,17.5,South,East
4,True,25.0,18.5,West,East
5,True,31.5,15.5,North,South
6,False,40.5,13.5,South,North
7,False,41.0,17.0,East,South
8,False,43.5,16.5,North,South
9,True,61.0,17.5,East,North
10,False,69.5,13.5,South,North
11,False,79.5,15.5,North,West
12,False,80.0,17.0,West,East
13,True,80.5,21.5,East,South
14,True,94.5,15.5,North,South
15,False,97.5,16.5,East,North
16,False,100.5,15.5,South,North
17,False,110.5,13.5,East,West
18,True,110.5,16.5,South,North
19,True,126.0,15.5,South,North
20,False,127.5,18.0,West,North
21,True,128.5,20.0,East,West
22,False,131.5,19.0,North,South
23,False,136.5,16.0,South,North
24,False,139.5,17.0,West,South
25,False,142.0,18.5,North,East
26,False,150.0,15.5,South,East
27,False,155.0,13.5,East,West
28,False,157.5,13.5,West,East
29,True,160.0,15.5,North,South
30,False,166.0,13.5,East,West
31,False,168.0,13.5,South,North
32,False,170.5,13.5,West,East
33,False,185.0,15.5,East,North
34,True,187.5,16.0,West,East
35,False,197.5,13.5,South,North
36,False,201.0,13.5,East,West
37,False,205.5,15.5,West,North
38,False,212.5,13.5,South,North
39,False,214.0,14.0,North,South
40,True,217.0,17.5,West,North
41,False,223.5,13.5,South,North
42,False,225.5,13.5,North,South
43,False,225.5,15.5,East,West
44,True,235.0,15.5,West,East
45,False,237.5,17.0,North,East
46,False,250.0,13.5,West,East
47,True,250.5,16.0,East,West
48,False,259.0,15.5,South,West
49,False,261.5,15.0,East,West
50,True,274.5,15.5,South,North
51,False,276.5,17.5,North,West
52,False,279.0,17.0,West,East
53,False,286.0,13.5,South,North
54,False,291.0,13.5,East,West
55,False,296.0,13.5,South,North
56,True,296.5,16.0,North,South
57,False,314.5,13.5,West,East
59,False,315.5,14.5,South,North
58,True,315.5,17.5,East,West
60,True,319.0,17.0,North,South
62,False,332.5,13.5,West,East
61,True,332.5,16.5,North,South
63,False,335.0,18.0,South,West
64,False,340.0,15.0,East,West
65,False,345.0,15.5,North,West
66,True,347.5,16.0,West,East
67,False,350.5,15.0,East,West
68,False,356.0,15.5,North,East
69,False,362.0,15.5,South,East
70,False,367.0,13.5,North,South
71,True,378.0,17.5,East,North
72,False,379.5,18.0,South,North
73,False,388.0,13.5,North,South
74,False,391.0,13.5,West,East
75,True,392.5,15.5,East,West
76,True,404.0,17.5,East,South
77,False,408.5,15.0,North,South
78,False,409.5,18.0,South,West
79,False,410.0,19.5,West,East
80,False,421.0,15.5,South,East
81,False,421.5,19.0,North,East
82,False,421.5,21.0,West,East
83,False,424.5,20.0,East,West
84,False,432.0,16.5,North,East
85,False,432.5,18.0,South,North
86,False,433.5,21.0,West,North
