Name,Type,Start Time,Elapsed Time,Start Direction,End Direction
0,True,0,17.5,East,North
1,True,0.5,20.0,South,North
2,True,6.0,17.5,North,South
3,True,6.5,22.0,West,South
4,False,11.0,19.5,South,North
5,True,16.5,17.0,North,South
6,True,18.0,20.5,East,South
7,True,27.0,17.5,South,West
8,False,34.0,13.5,West,East
9,True,42.0,15.5,South,North
10,True,50.5,15.5,East,West
11,True,51.5,19.5,West,South
12,True,52.5,21.5,South,North
13,False,54.0,22.0,North,South
14,True,63.0,16.0,East,West
15,False,64.0,17.0,South,North
16,False,65.0,18.0,North,South
17,False,65.0,20.0,West,East
18,True,76.0,15.5,West,East
19,True,84.5,15.5,South,North
20,True,86.5,16.5,East,West
21,True,97.5,17.5,East,North
22,True,97.5,20.5,West,East
24,False,100.5,19.5,North,South
23,True,99.5,25.5,South,West
25,False,111.5,15.5,North,South
26,True,114.5,17.5,West,South
27,True,115.0,22.0,South,East
28,True,115.5,24.5,East,West
29,True,131.0,17.5,East,South
30,True,132.0,19.5,West,East
31,True,139.0,15.5,South,North
32,True,143.0,17.5,West,North
33,True,146.0,17.5,East,West
34,True,157.0,15.5,East,West
35,False,158.5,16.0,North,South
36,True,164.5,15.5,West,East
37,True,171.5,17.5,East,North
38,True,172.0,20.0,South,North
39,True,180.0,17.5,West,South
40,False,182.5,17.0,North,South
41,True,191.5,15.5,East,West
42,True,193.5,16.5,South,North
45,False,205.5,13.5,South,North
43,True,204.5,17.5,West,East
44,True,205.5,19.5,North,South
46,True,209.5,18.5,East,West
47,True,215.0,18.0,West,North
48,False,216.5,18.5,North,South
49,True,221.0,17.0,East,West
50,True,232.0,17.5,West,North
51,True,233.0,19.5,East,West
52,True,234.5,23.0,North,East
53,False,242.5,17.0,South,North
54,True,242.5,22.0,West,South
55,False,248.5,20.0,East,North
56,False,256.0,16.5,South,East
57,False,256.5,20.0,North,East
58,True,257.0,24.5,West,North
59,True,263.5,21.0,East,West
60,True,268.5,19.0,South,North
61,True,275.5,15.5,North,South
62,True,278.0,16.0,East,West
63,True,287.5,15.5,North,South
64,True,295.0,15.5,West,East
65,False,302.5,13.5,North,South
66,True,302.5,18.5,South,East
67,True,309.5,15.5,West,East
68,False,313.0,14.0,South,North
69,True,315.5,15.5,East,West
70,True,322.0,15.5,West,East
73,False,327.5,15.5,North,West
71,True,327.0,19.0,East,West
72,True,327.0,24.0,South,West
74,False,334.5,20.5,West,South
75,False,341.0,16.0,South,North
76,True,341.5,18.5,East,West
77,True,344.5,20.5,West,North
78,False,351.0,16.0,South,North
79,False,359.5,13.5,North,South
80,True,367.5,15.5,East,West
81,False,376.0,13.5,South,North
82,True,378.5,15.5,East,West
83,True,381.5,15.5,North,South
84,True,392.5,15.5,North,South
85,False,396.5,13.5,South,North
86,True,401.5,17.5,East,South
87,True,406.0,16.0,West,East
88,True,408.5,18.5,South,East
89,False,410.5,20.5,North,East
90,False,416.0,17.0,East,West
91,False,420.5,14.5,South,North
92,True,425.0,17.5,West,North
93,True,427.0,18.5,East,West
94,True,429.5,21.0,North,East
95,True,430.5,23.0,South,North
96,True,439.0,17.5,West,East
97,False,442.0,16.5,South,North
98,False,456.0,13.5,South,North
99,False,456.5,15.0,North,South
100,True,469.0,17.5,North,West
101,True,471.0,20.5,South,West
103,False,472.5,21.0,East,West
102,True,471.5,27.0,West,North
105,False,483.5,17.0,South,North
104,True,483.5,20.0,East,West
106,True,494.5,15.5,North,South
107,False,496.0,16.0,South,North
108,True,496.0,19.0,West,East
109,True,509.5,17.5,South,West
110,True,511.0,19.0,North,South
111,False,513.0,21.0,East,North
112,False,514.5,21.5,West,East
113,True,521.0,20.0,South,East
114,True,522.0,22.0,North,South
115,True,531.0,16.0,East,West
116,True,540.5,15.5,West,East
117,True,546.5,15.5,North,South
118,True,552.5,15.5,East,West
119,False,554.5,17.5,South,East
120,True,561.5,15.5,North,South
121,False,567.5,13.5,East,West
122,True,569.5,15.5,West,East
123,False,571.5,15.5,North,South
124,True,580.0,15.5,East,West
125,False,581.0,16.5,South,North
126,True,587.5,17.5,North,East
127,False,588.5,18.5,West,East
128,True,595.5,15.5,South,North
129,True,600.5,15.5,East,West
130,True,601.5,17.5,North,South
