Name,Type,Start Time,Elapsed Time,Start Direction,End Direction
0,True,1.0,17.5,North,West
1,True,4.5,19.0,East,North
2,True,8.5,20.0,West,South
3,True,11.0,22.5,North,West
4,True,16.5,20.0,East,West
5,True,22.5,17.0,West,East
6,True,27.0,15.5,North,South
7,True,28.0,19.5,South,West
8,True,40.5,17.5,East,North
9,True,42.5,18.5,North,South
10,True,47.5,16.5,West,East
11,True,53.5,15.5,South,North
12,True,63.5,15.5,South,North
13,True,64.5,17.5,North,South
14,True,67.5,19.5,East,South
15,True,74.5,15.5,North,South
16,True,75.5,17.5,South,North
17,True,77.5,18.5,West,East
18,True,79.5,19.5,East,West
19,True,85.5,16.5,North,South
20,True,90.5,15.5,South,North
21,True,109.0,15.5,South,North
22,True,110.5,19.0,North,West
23,True,113.5,21.0,East,North
24,True,115.5,22.0,West,East
25,True,124.5,18.0,North,West
26,True,133.0,15.5,South,North
27,True,135.0,16.5,West,East
28,True,137.0,17.5,North,South
29,True,137.5,22.0,East,South
30,True,146.0,18.5,West,South
31,True,149.5,18.0,North,South
32,True,153.0,19.5,South,West
33,True,171.0,17.5,East,South
34,True,172.5,21.0,West,North
35,True,176.5,20.0,South,North
36,True,183.0,16.5,East,West
37,True,185.5,17.0,North,South
38,True,187.5,20.0,South,West
39,True,195.5,17.5,East,North
40,True,202.5,15.5,West,East
41,True,204.0,17.0,North,South
42,True,205.5,20.5,South,West
43,True,212.5,16.5,East,West
44,True,215.5,18.5,South,West
45,True,218.0,19.0,North,South
46,True,228.5,15.5,West,East
47,True,229.0,20.0,North,West
48,True,229.0,25.0,East,North
49,True,240.0,17.0,South,North
50,True,240.5,21.5,West,South
51,True,248.0,17.0,East,West
52,True,249.0,19.0,North,South
53,True,255.5,15.5,South,North
54,True,260.0,15.5,East,West
55,True,266.5,15.5,South,North
56,True,271.0,17.5,North,West
57,True,274.5,19.0,East,North
58,True,279.0,17.5,West,East
59,True,282.5,19.0,North,West
60,True,290.0,17.5,West,North
61,True,295.0,15.5,North,South
62,True,301.0,17.5,West,North
63,True,305.5,16.0,South,North
64,True,323.0,17.5,West,North
65,True,330.0,15.5,North,South
66,True,330.0,20.5,East,North
67,True,334.5,19.0,West,East
68,True,336.5,20.0,South,North
69,True,340.5,19.0,East,West
70,True,341.0,23.5,North,West
71,True,351.0,16.5,South,North
72,True,352.0,18.5,North,South
73,True,354.0,21.5,East,South
74,True,381.0,17.5,North,West
75,True,382.0,19.5,West,East
76,True,393.0,15.5,North,South
77,True,397.0,17.5,East,North
78,True,400.5,19.0,West,South
79,True,406.0,16.5,North,South
80,True,406.0,19.5,South,North
81,True,418.0,17.5,South,West
82,True,424.5,17.5,West,North
83,True,427.0,18.0,North,South
84,True,431.0,17.0,East,West
85,True,435.5,15.5,South,North
86,True,441.5,17.5,East,North
87,True,445.5,16.5,North,South
88,True,451.5,15.5,East,West
89,True,453.5,16.5,South,North
