Name,Type,Start Time,Elapsed Time,Start Direction,End Direction,Crashed,Dead
0,True,2.0,15.5,East,West,0,0
1,True,3.0,17.5,South,North,0,0
2,True,5.0,18.5,North,South,0,0
3,True,15.0,15.5,North,South,0,0
4,True,18.0,17.5,East,North,0,0
5,False,21.5,18.0,West,South,0,0
6,True,23.0,19.5,South,North,0,0
7,True,25.5,22.0,North,West,0,0
8,True,28.0,24.5,East,North,0,0
9,True,35.5,20.0,West,East,0,0
10,True,40.0,18.5,North,South,0,0
11,True,53.0,15.5,West,East,0,0
12,True,64.5,17.5,West,North,0,0
13,True,65.0,20.0,South,North,0,0
14,True,75.0,17.5,West,South,0,0
15,True,81.5,15.5,North,South,0,0
16,True,85.0,17.5,East,South,0,0
17,True,86.0,21.5,South,East,0,0
18,True,97.5,17.5,North,West,0,0
19,True,98.5,19.5,South,North,0,0
20,True,99.0,22.0,West,East,0,0
21,True,106.0,20.0,East,South,0,0
22,True,117.5,15.5,East,West,0,0
23,True,120.0,16.0,North,South,0,0
24,True,120.0,19.0,West,East,0,0
25,True,122.5,21.5,South,East,0,0
26,True,129.0,18.0,East,West,0,0
27,True,134.0,16.0,South,North,0,0
28,True,137.0,16.0,West,East,0,0
29,True,145.5,15.5,South,North,0,0
30,True,147.0,37.0,North,South,1,0
31,True,148.5,38.5,East,West,0,0
32,True,159.0,35.5,East,West,0,0
33,True,160.0,39.5,North,East,0,0
34,True,190.0,37.5,West,South,1,0
35,True,195.0,35.5,East,West,0,0
36,True,201.5,37.5,North,East,0,0
37,True,207.0,35.5,East,West,0,0
38,True,229.0,18.5,South,West,0,0
39,True,229.0,21.5,West,East,0,0
40,True,232.5,21.0,North,South,0,0
41,True,240.0,16.5,West,East,0,0
42,True,246.5,17.5,South,East,0,0
43,True,248.5,20.5,East,South,0,0
44,True,257.0,35.5,South,North,1,0
45,True,260.5,37.5,North,West,0,0
46,True,266.5,35.5,West,East,0,0
47,True,268.5,36.5,South,North,0,0
48,False,299.0,13.5,South,North,0,0
49,False,299.5,15.0,West,East,0,0
50,True,300.0,19.5,East,North,0,0
51,True,311.0,35.5,West,East,1,0
52,True,313.5,36.0,East,West,0,0
53,True,321.0,35.5,North,South,0,0
54,True,323.0,36.5,South,North,0,0
55,True,347.0,35.5,West,East,1,0
56,True,351.0,35.5,North,South,0,0
57,True,353.0,36.5,East,West,0,0
58,True,356.5,38.0,South,East,0,0
59,True,359.0,38.5,West,East,0,0
60,True,387.5,15.5,North,South,0,0
61,False,389.5,15.5,East,West,0,0
62,False,400.0,13.5,North,South,0,0
63,True,401.5,17.5,South,West,0,0
64,True,402.0,22.0,East,South,0,0
65,True,408.0,19.0,West,East,0,0
66,True,412.0,18.0,South,North,0,0
67,True,417.5,15.5,East,West,0,0
68,True,420.5,15.5,West,East,0,0
69,True,424.0,15.5,North,South,0,0
70,True,428.5,17.5,South,West,0,0
71,True,431.0,18.0,East,West,0,0
72,True,435.0,19.0,North,East,0,0
73,True,442.5,17.5,South,East,0,0
74,True,442.5,22.5,West,North,0,0
75,True,449.0,19.0,East,West,0,0
76,True,455.5,35.5,South,North,1,0
77,True,457.5,36.5,North,South,0,0
78,True,462.5,37.5,East,South,0,0
79,True,468.0,37.5,West,North,0,0
80,True,469.5,41.0,North,West,0,0
81,True,494.5,21.0,East,North,0,0
82,True,499.5,21.0,West,South,0,0
83,True,506.5,17.0,North,South,0,0
84,True,509.0,17.5,South,North,0,0
85,True,515.5,15.5,West,East,0,0
86,True,521.0,15.5,South,North,0,0
87,True,522.0,17.5,North,South,0,0
88,True,522.5,20.0,East,West,0,0
89,True,530.0,15.5,West,East,0,0
90,True,533.0,17.5,East,North,0,0
91,True,540.5,15.5,West,East,0,0
92,True,543.0,16.0,East,West,0,0
93,True,548.5,15.5,South,North,0,0
94,False,552.5,13.5,North,South,0,0
95,True,560.5,17.5,East,South,0,0
96,False,562.0,18.0,South,North,0,0
97,True,566.5,16.5,North,South,0,0
98,True,567.5,20.5,West,South,0,0
99,False,574.0,18.0,South,East,0,0
100,True,574.5,20.5,East,West,0,0
101,True,579.5,18.5,West,East,0,0
102,True,584.0,19.0,South,East,0,0
103,True,588.0,18.0,East,West,0,0
104,True,601.5,15.5,West,East,0,0
105,True,603.5,16.5,North,South,0,0
106,True,606.5,16.5,South,North,0,0
107,True,614.5,15.5,East,West,0,0
108,True,621.0,17.5,North,West,0,0
109,True,628.0,17.5,South,East,0,0
110,False,630.5,17.0,West,East,0,0
111,True,634.0,18.5,East,South,0,0
112,True,643.5,17.5,North,West,0,0
113,True,645.0,21.0,West,South,0,0
114,True,649.5,19.5,South,North,0,0
115,False,651.5,21.5,East,South,0,0
116,True,654.5,23.5,North,West,0,0
117,True,655.5,25.5,West,East,0,0
118,True,663.0,21.0,South,North,0,0
119,True,679.0,15.5,North,South,0,0
120,True,691.0,17.5,West,South,0,0
121,True,700.0,15.5,East,West,0,0
122,True,701.5,19.0,South,East,0,0
123,False,713.0,13.5,East,West,0,0
124,False,715.5,15.5,South,West,0,0
125,True,723.0,17.5,East,South,0,0
126,True,723.5,20.0,North,South,0,0
127,True,726.0,20.5,South,North,0,0
128,True,739.0,15.5,North,South,0,0
129,True,744.0,15.5,East,West,0,0
130,True,746.5,16.0,South,North,0,0
131,True,749.0,18.5,North,West,0,0
132,True,757.0,15.5,East,West,0,0
133,True,757.0,38.5,West,East,1,0
134,True,769.0,37.5,South,West,0,0
135,True,772.0,37.5,East,West,0,0
136,True,796.0,16.5,West,East,0,0
137,True,805.5,17.5,South,West,0,0
138,True,806.5,19.5,North,South,0,0
139,True,814.0,15.5,West,East,0,0
140,True,815.5,17.0,South,North,0,0
141,True,820.5,17.5,East,North,0,0
142,True,826.5,15.5,West,East,0,0
143,True,830.0,17.5,North,West,0,0
144,True,833.5,19.0,South,East,0,0
145,True,841.0,15.5,North,South,0,0
146,True,846.0,17.5,South,West,0,0
147,True,849.0,19.5,West,North,0,0
148,True,849.5,24.0,East,South,0,0
149,True,852.5,44.0,North,South,1,0
150,True,861.5,38.0,East,West,0,0
151,True,866.0,38.5,West,South,0,0
152,True,868.5,39.0,North,South,0,0
153,True,873.0,37.5,South,North,0,0
154,True,901.5,17.5,West,North,0,0
155,True,905.0,19.0,East,North,0,0
156,True,906.5,20.5,South,North,0,0
157,True,908.0,24.0,North,West,0,0
158,True,915.0,22.0,East,North,0,0
159,True,920.0,20.0,South,North,0,0
160,True,922.5,22.5,North,East,0,0
161,True,924.0,24.0,West,East,0,0
162,True,934.5,16.5,East,West,0,0
163,False,936.5,16.5,West,East,0,0
164,False,940.0,15.0,South,North,0,0
165,True,941.0,17.0,North,South,0,0
166,True,946.0,15.5,East,West,0,0
167,True,951.0,15.5,West,East,0,0
168,True,951.5,18.0,North,South,0,0
169,True,952.5,22.0,South,West,0,0
170,True,961.0,16.5,East,West,0,0
171,True,961.5,21.0,West,North,0,0
172,True,964.0,21.5,South,North,0,0
173,True,974.0,17.5,South,West,0,0
174,True,975.0,19.5,North,South,0,0
175,False,978.5,20.0,West,South,0,0
176,True,987.5,17.5,East,North,0,0
177,True,988.5,21.5,South,East,0,0
178,True,998.5,17.5,South,East,0,0
179,True,1004.0,15.5,West,East,0,0
180,True,1009.5,15.5,North,South,0,0
181,True,1010.0,18.0,South,North,0,0
182,True,1020.0,17.5,South,East,0,0
183,False,1021.0,18.5,West,East,0,0
184,True,1022.5,22.0,North,West,0,0
185,True,1031.5,16.0,East,West,0,0
186,True,1032.0,20.5,South,West,0,0
187,True,1034.5,23.0,North,East,0,0
188,False,1044.5,17.0,South,East,0,0
189,True,1046.0,20.5,West,South,0,0
190,True,1050.0,21.5,East,South,0,0
191,True,1053.5,23.0,North,West,0,0
192,True,1060.5,19.0,West,East,0,0
193,True,1064.0,18.5,South,North,0,0
194,True,1067.0,18.5,East,West,0,0
195,False,1073.0,14.5,North,South,0,0
196,False,1078.0,13.5,West,East,0,0
197,True,1079.0,15.5,South,North,0,0
198,False,1085.5,15.5,North,West,0,0
199,True,1086.5,17.5,East,West,0,0
200,True,1099.0,15.5,West,East,0,0
201,True,1102.0,15.5,North,South,0,0
202,True,1103.0,17.5,East,West,0,0
203,True,1108.5,15.5,South,North,0,0
204,False,1115.0,13.5,West,East,0,0
205,True,1117.0,15.5,East,West,0,0
206,True,1119.5,18.0,North,East,0,0
207,True,1129.5,15.5,South,North,0,0
208,True,1131.5,16.5,East,West,0,0
209,True,1140.0,15.5,North,South,0,0
210,True,1142.0,16.5,South,North,0,0
211,True,1145.5,16.0,West,East,0,0
212,True,1152.0,35.5,South,North,1,0
213,True,1154.0,36.5,North,South,0,0
214,True,1157.5,36.0,East,West,0,0
215,False,1166.0,33.5,North,South,0,0
216,True,1191.5,17.5,South,West,0,0
218,False,1195.0,16.0,East,West,0,0
217,True,1194.5,21.5,West,North,0,0
219,True,1204.5,17.5,North,East,0,0
220,True,1205.5,19.5,East,West,0,0
221,True,1209.0,19.0,South,North,0,0
222,True,1216.5,17.5,East,South,0,0
223,True,1219.5,17.5,West,East,0,0
224,True,1224.0,16.0,South,North,0,0
225,True,1228.5,17.5,North,East,0,0
226,True,1232.5,18.5,East,South,0,0
227,True,1234.0,20.0,West,East,0,0
228,True,1237.0,20.0,South,North,0,0
229,True,1243.0,17.0,East,West,0,0
230,True,1251.0,15.5,West,East,0,0
231,True,1252.5,19.0,North,West,0,0
232,True,1262.5,15.5,East,West,0,0
233,True,1263.0,18.0,West,East,0,0
234,True,1264.5,19.5,South,North,0,0
235,True,1270.5,16.5,North,South,0,0
236,True,1274.5,15.5,West,East,0,0
237,True,1280.0,17.5,East,South,0,0
238,True,1280.0,40.5,South,North,1,0
239,True,1290.5,37.5,North,East,0,0
240,True,1291.5,41.5,East,North,0,0
241,True,1323.0,15.5,North,South,0,0
242,True,1324.5,17.0,East,West,0,0
243,True,1327.0,17.5,South,North,0,0
244,True,1327.5,22.0,West,South,0,0
245,True,1341.0,17.5,South,West,0,0
246,True,1346.5,15.5,West,East,0,0
247,True,1353.0,15.5,North,South,0,0
248,True,1355.5,16.0,East,West,0,0
249,False,1361.0,13.5,South,North,0,0
250,True,1369.5,15.5,North,South,0,0
251,True,1372.5,17.5,West,North,0,0
252,True,1384.5,15.5,East,West,0,0
253,True,1384.5,20.5,South,East,0,0
254,True,1391.0,17.0,North,South,0,0
255,True,1397.0,15.5,West,East,0,0
256,True,1402.0,35.5,North,South,1,0
257,True,1402.5,38.0,East,West,0,0
258,True,1408.0,35.5,South,North,0,0
259,True,1414.0,37.5,East,South,0,0
260,True,1415.0,39.5,North,South,0,0
261,True,1417.0,62.5,West,South,1,0
262,True,1440.5,44.0,South,East,0,0
263,True,1450.0,37.5,West,East,0,0
264,True,1451.0,41.5,North,West,0,0
266,False,1482.0,13.5,North,South,0,0
265,True,1481.5,19.0,West,North,0,0
267,True,1484.5,19.0,East,West,0,0
268,True,1487.5,21.0,South,West,0,0
269,True,1498.0,15.5,South,North,0,0
270,True,1503.0,15.5,North,South,0,0
271,True,1504.0,17.5,West,East,0,0
272,True,1513.0,17.5,East,North,0,0
273,True,1515.0,20.5,South,East,0,0
274,True,1515.5,23.0,West,East,0,0
275,True,1519.5,22.0,North,South,0,0
276,True,1530.5,15.5,North,South,0,0
277,True,1543.0,15.5,North,South,0,0
278,True,1543.5,20.0,West,North,0,0
279,True,1549.5,17.0,East,West,0,0
280,True,1554.5,15.5,South,North,0,0
281,True,1560.5,15.5,East,West,0,0
282,True,1563.5,15.5,North,South,0,0
283,True,1564.5,17.5,South,North,0,0
284,True,1566.5,18.5,West,East,0,0
285,True,1580.0,15.5,West,East,0,0
286,True,1586.5,17.5,East,North,0,0
287,True,1590.0,17.0,North,South,0,0
288,True,1601.5,15.5,East,West,0,0
289,True,1604.0,18.0,North,West,0,0
290,True,1604.0,21.0,South,North,0,0
291,True,1612.0,16.0,West,East,0,0
292,True,1612.5,18.5,East,West,0,0
293,True,1618.0,16.0,South,North,0,0
294,True,1625.0,15.5,West,East,0,0
295,True,1637.5,17.5,North,East,0,0
296,False,1640.0,17.0,West,East,0,0
297,True,1646.0,17.5,East,South,0,0
298,True,1647.5,19.0,South,North,0,0
299,True,1648.5,23.0,North,West,0,0
300,True,1660.5,15.5,North,South,0,0
301,True,1664.5,17.5,East,North,0,0
302,True,1665.0,22.0,West,North,0,0
303,True,1669.0,21.0,South,North,0,0
304,True,1675.5,37.5,East,West,1,0
305,True,1678.0,40.0,West,South,0,0
306,True,1679.5,41.5,North,South,0,0
307,False,1691.5,33.5,East,West,0,0
308,False,1714.5,15.5,North,East,0,0
309,True,1722.0,15.5,West,East,0,0
310,True,1723.0,17.5,East,West,0,0
311,False,1732.0,13.5,North,South,0,0
312,True,1733.0,15.5,South,North,0,0
313,True,1743.5,17.5,East,North,0,0
314,True,1746.0,18.0,North,South,0,0
315,True,1746.0,21.0,South,North,0,0
316,True,1756.5,15.5,East,West,0,0
317,True,1761.0,15.5,West,East,0,0
318,True,1762.5,19.0,North,West,0,0
319,False,1767.5,16.0,South,North,0,0
320,True,1768.0,40.5,East,North,1,0
321,True,1773.0,38.5,North,South,0,0
322,True,1781.0,35.5,East,West,0,0
323,True,1783.0,36.5,South,North,0,0
324,True,1786.0,36.5,North,South,0,0
325,True,1808.5,17.0,West,East,0,0
326,True,1816.5,15.5,East,West,0,0
327,True,1824.5,15.5,South,North,0,0
328,True,1833.5,17.5,North,West,0,0
329,True,1838.0,16.0,East,West,0,0
330,True,1847.5,15.5,North,South,0,0
331,True,1855.0,15.5,West,East,0,0
332,True,1858.5,17.5,North,West,0,0
333,True,1868.0,17.5,South,East,0,0
334,True,1868.5,20.0,East,West,0,0
335,True,1869.5,22.0,West,East,0,0
336,True,1870.5,24.0,North,South,0,0
337,True,1879.0,20.5,East,South,0,0
338,True,1884.0,18.5,West,East,0,0
339,True,1890.5,15.5,North,South,0,0
340,True,1895.5,15.5,West,East,0,0
341,True,1907.5,15.5,North,South,0,0
343,False,1908.5,18.5,West,North,0,0
342,True,1908.0,22.0,East,West,0,0
344,True,1914.5,18.5,South,North,0,0
345,True,1920.5,35.5,West,East,1,0
346,True,1925.0,35.5,North,South,0,0
347,True,1927.5,36.0,South,North,0,0
348,True,1932.5,35.5,West,East,0,0
349,True,1935.0,36.0,East,West,0,0
350,True,1963.0,15.5,North,South,0,0
351,True,1963.5,18.0,West,East,0,0
352,True,1966.5,20.0,South,West,0,0
353,True,1968.5,21.0,East,West,0,0
354,True,1975.0,19.5,West,North,0,0
355,True,1981.0,16.5,East,West,0,0
356,True,1982.0,20.5,North,West,0,0
357,True,1993.5,15.5,South,North,0,0
358,True,1997.0,15.5,East,West,0,0
359,True,2003.0,15.5,North,South,0,0
360,True,2005.0,16.5,South,North,0,0
361,True,2007.0,17.5,West,East,0,0
362,True,2013.5,15.5,North,South,0,0
363,True,2014.5,19.5,East,North,0,0
364,True,2016.0,21.0,South,North,0,0
365,True,2018.5,21.5,West,East,0,0
366,True,2027.0,16.0,North,South,0,0
367,True,2027.0,21.0,East,North,0,0
368,True,2028.5,22.5,South,North,0,0
369,True,2038.5,15.5,East,West,0,0
370,True,2048.5,15.5,North,South,0,0
372,False,2056.0,13.5,South,North,0,0
371,True,2055.0,19.5,West,South,0,0
373,True,2061.0,18.5,North,West,0,0
374,True,2061.5,23.0,East,North,0,0
375,True,2067.0,22.5,West,North,0,0
376,True,2072.5,22.0,East,North,0,0
377,True,2073.5,24.0,North,South,0,0
378,True,2076.5,24.0,South,North,0,0
379,True,2079.0,24.5,West,East,0,0
380,True,2087.0,21.5,East,South,0,0
381,True,2095.0,16.5,South,North,0,0
382,True,2101.0,15.5,North,South,0,0
383,True,2107.0,15.5,West,East,0,0
384,True,2109.5,16.0,South,North,0,0
385,True,2112.5,16.0,North,South,0,0
386,False,2131.5,13.5,South,North,0,0
387,True,2132.0,16.0,West,East,0,0
388,True,2142.5,17.5,East,North,0,0
389,True,2144.5,18.5,North,South,0,0
390,True,2146.5,19.5,West,East,0,0
391,True,2158.0,17.5,West,South,0,0
392,True,2158.5,22.0,South,East,0,0
393,True,2163.5,22.0,North,West,0,0
394,True,2164.5,24.0,East,West,0,0
395,True,2169.0,24.5,South,East,0,0
396,False,2174.0,21.5,North,South,0,0
397,True,2176.0,22.5,East,West,0,0
398,True,2180.5,43.0,West,South,1,0
399,True,2186.0,40.5,South,North,0,0
400,True,2188.0,41.5,East,West,0,0
401,True,2196.0,36.5,North,South,0,0
402,True,2201.0,35.5,East,West,0,0
403,True,2201.5,38.0,West,East,0,0
404,True,2225.5,17.0,South,North,0,0
405,True,2228.5,17.0,North,South,0,0
406,True,2231.5,19.0,East,South,0,0
407,True,2238.0,15.5,South,North,0,0
408,True,2251.0,15.5,North,South,0,0
409,True,2253.0,18.5,South,East,0,0
410,True,2255.0,19.5,West,East,0,0
411,True,2263.0,17.5,South,East,0,0
412,True,2265.0,20.5,North,East,0,0
413,False,2269.0,18.5,East,West,0,0
414,True,2278.5,37.5,North,East,1,0
415,True,2286.0,55.5,West,East,1,0
416,True,2287.5,59.0,East,South,0,0
417,True,2289.0,60.5,South,North,0,0
418,True,2291.5,63.0,North,West,0,0
419,True,2348.5,17.5,West,North,0,0
420,True,2350.5,20.5,South,East,0,0
421,True,2358.5,17.5,North,West,0,0
422,True,2363.0,18.0,West,South,0,0
423,True,2367.5,18.5,East,North,0,0
424,True,2372.5,16.5,North,South,0,0
425,True,2380.5,17.5,South,East,0,0
426,True,2387.5,15.5,West,East,0,0
427,True,2388.0,18.0,East,West,0,0
428,False,2394.5,13.5,North,South,0,0
429,True,2399.0,15.5,East,West,0,0
430,True,2402.5,17.5,West,South,0,0
431,True,2403.5,19.5,South,North,0,0
432,True,2412.0,15.5,East,West,0,0
433,False,2422.5,15.5,West,South,0,0
434,True,2425.0,18.0,South,East,0,0
435,True,2429.0,17.0,East,West,0,0
436,True,2443.0,17.5,South,West,0,0
437,True,2443.5,20.0,West,East,0,0
438,True,2446.5,22.0,North,East,0,0
439,True,2453.5,18.0,South,North,0,0
440,True,2458.0,16.5,North,South,0,0
441,True,2462.5,15.5,West,East,0,0
442,True,2463.5,19.5,East,South,0,0
443,True,2470.5,17.5,North,West,0,0
444,True,2472.0,19.0,South,North,0,0
445,False,2478.0,15.0,West,East,0,0
446,False,2484.5,15.5,South,West,0,0
447,True,2487.0,18.0,East,South,0,0
448,True,2492.0,16.0,North,South,0,0
449,True,2498.0,15.5,West,East,0,0
450,True,2503.5,17.5,South,East,0,0
451,True,2509.0,17.5,West,North,0,0
452,True,2509.5,20.0,North,South,0,0
453,True,2514.5,20.0,South,West,0,0
454,True,2524.0,15.5,East,West,0,0
455,True,2524.5,18.0,North,South,0,0
456,True,2528.0,17.5,West,East,0,0
457,True,2535.5,15.5,South,North,0,0
458,True,2538.0,16.0,West,East,0,0
459,True,2542.0,15.5,East,West,0,0
460,True,2549.5,15.5,West,East,0,0
461,True,2554.0,37.5,East,South,1,0
462,True,2556.0,38.5,South,North,0,0
463,True,2560.5,37.0,North,South,0,0
464,True,2563.5,37.0,West,East,0,0
465,True,2567.0,36.5,East,West,0,0
466,True,2569.5,37.0,South,North,0,0
467,True,2595.5,135.5,West,East,1,1
468,True,2599.0,135.5,North,South,0,0
469,True,2600.5,137.0,East,West,0,0
470,True,2607.0,155.5,West,East,1,0
471,True,2608.5,157.0,South,North,0,0
472,True,2732.5,36.0,North,South,0,0
473,False,2735.5,35.0,East,West,0,0
474,True,2766.0,37.5,West,South,1,0
475,True,2766.5,40.0,South,North,0,0
476,True,2772.5,37.0,East,West,0,0
477,True,2777.5,37.5,South,West,0,0
479,False,2779.0,40.0,West,North,0,0
478,True,2779.0,43.0,North,South,0,0
480,True,2810.0,17.5,South,East,0,0
481,True,2812.0,18.5,West,East,0,0
482,True,2820.0,17.5,South,West,0,0
483,True,2821.0,39.5,East,West,1,0
484,True,2822.5,41.0,North,South,0,0
485,True,2827.0,39.5,West,East,0,0
486,True,2832.0,37.5,East,West,0,0
487,True,2861.5,17.5,South,West,0,0
488,True,2862.5,19.5,North,South,0,0
489,True,2863.5,21.5,West,East,0,0
490,True,2869.0,19.0,East,West,0,0
491,True,2878.0,15.5,North,South,0,0
492,True,2878.0,18.5,South,North,0,0
493,True,2879.0,22.5,East,South,0,0
494,True,2889.0,35.5,East,West,1,0
495,True,2894.0,35.5,South,North,0,0
496,True,2898.0,35.5,West,East,0,0
497,True,2900.0,36.5,North,South,0,0
498,False,2924.5,14.0,East,West,0,0
499,True,2929.0,15.5,South,North,0,0
500,True,2935.5,15.5,North,South,0,0
501,True,2940.5,17.5,South,East,0,0
502,True,2943.5,17.5,East,West,0,0
503,True,2949.5,15.5,North,South,0,0
504,True,2952.0,36.0,South,North,1,0
505,True,2960.5,35.5,East,West,0,0
506,True,2963.0,36.0,North,South,0,0
507,True,2963.5,38.5,South,North,0,0
509,False,2999.5,15.5,South,East,0,0
508,True,2999.0,19.0,East,West,0,0
510,True,3000.0,21.0,North,South,0,0
511,True,3000.5,23.5,West,East,0,0
512,True,3009.5,17.5,East,West,0,0
513,True,3011.0,19.0,West,East,0,0
514,True,3012.5,20.5,North,South,0,0
515,True,3020.0,16.0,South,North,0,0
516,True,3022.5,16.5,East,West,0,0
517,True,3027.5,15.5,North,South,0,0
518,True,3031.0,15.5,South,North,0,0
519,True,3036.0,15.5,East,West,0,0
520,True,3037.5,17.0,North,South,0,0
521,True,3048.5,15.5,West,East,0,0
522,True,3050.0,17.0,North,South,0,0
523,True,3052.5,17.5,East,West,0,0
524,True,3056.5,16.5,South,North,0,0
525,True,3062.0,15.5,West,East,0,0
526,True,3068.0,15.5,East,West,0,0
528,False,3073.0,13.5,North,South,0,0
527,True,3072.5,19.0,West,South,0,0
529,True,3075.5,19.0,South,North,0,0
530,True,3082.5,15.5,West,East,0,0
531,True,3087.0,35.5,South,North,1,0
532,True,3090.0,35.5,North,South,0,0
533,True,3095.0,35.5,East,West,0,0
534,True,3097.0,38.5,South,East,0,0
535,True,3130.5,15.5,West,East,0,0
536,True,3138.5,35.5,North,South,1,0
537,True,3140.0,37.0,South,North,0,0
538,True,3145.0,35.5,West,East,0,0
539,True,3148.5,37.5,North,East,0,0
540,True,3175.5,15.5,South,North,0,0
541,True,3179.0,15.5,North,South,0,0
542,True,3180.5,39.0,East,North,1,0
543,True,3182.0,40.5,West,East,0,0
544,True,3188.5,39.0,South,West,0,0
545,True,3189.0,41.5,North,South,0,0
546,False,3219.5,15.5,South,West,0,0
547,True,3219.5,18.5,West,East,0,0
548,True,3230.0,35.5,South,North,1,0
549,True,3230.5,38.0,West,East,0,0
550,True,3241.0,37.5,North,West,0,0
551,True,3241.5,40.0,South,North,0,0
552,True,3273.0,17.5,South,East,0,0
553,True,3274.0,21.5,North,West,0,0
554,True,3279.0,21.5,East,South,0,0
555,True,3285.0,18.5,South,North,0,0
556,True,3285.5,21.0,West,East,0,0
557,True,3297.5,15.5,North,South,0,0
558,True,3298.0,18.0,South,North,0,0
559,True,3309.0,17.5,North,East,0,0
560,True,3311.5,20.0,East,North,0,0
561,True,3313.5,23.0,West,North,0,0
562,True,3322.5,19.0,North,West,0,0
563,True,3325.5,21.0,East,South,0,0
564,True,3330.0,19.5,South,North,0,0
565,True,3335.5,17.0,West,East,0,0
566,True,3337.0,18.5,East,West,0,0
567,True,3340.5,20.0,North,West,0,0
568,False,3346.0,16.5,West,East,0,0
569,True,3348.5,19.0,East,North,0,0
570,True,3360.0,17.5,North,West,0,0
571,True,3366.0,15.5,South,North,0,0
572,True,3368.0,16.5,East,West,0,0
573,False,3370.5,18.0,North,West,0,0
574,True,3376.0,17.5,West,North,0,0
575,False,3380.5,17.0,East,South,0,0
576,True,3380.5,20.0,South,North,0,0
577,True,3381.0,22.5,North,South,0,0
578,True,3393.0,37.5,South,West,1,0
579,True,3395.5,40.0,West,North,0,0
580,True,3396.5,42.0,East,West,0,0
581,True,3409.0,37.5,South,East,0,0
582,True,3409.5,42.0,East,North,0,0
583,True,3434.5,22.0,North,East,0,0
584,True,3444.0,17.5,West,North,0,0
585,True,3446.5,18.0,East,West,0,0
586,False,3448.0,18.5,North,South,0,0
587,True,3451.0,18.5,South,North,0,0
588,True,3462.0,15.5,East,West,0,0
589,True,3464.5,16.0,West,East,0,0
590,True,3470.0,15.5,South,North,0,0
591,True,3473.5,35.5,North,South,1,0
592,True,3480.5,35.5,West,East,0,0
593,True,3482.0,37.0,South,North,0,0
594,True,3511.5,17.5,North,West,0,0
595,True,3512.0,20.0,East,West,0,0
596,False,3520.5,13.5,South,North,0,0
597,True,3522.5,17.5,North,West,0,0
598,True,3529.5,35.5,East,West,1,0
599,True,3530.0,40.0,West,South,0,0
600,True,3536.0,37.0,South,North,0,0
601,True,3542.5,35.5,West,East,0,0
602,False,3566.0,16.0,South,West,0,0
603,True,3566.5,18.5,North,South,0,0
604,True,3569.5,20.5,East,North,0,0
605,True,3577.5,17.5,North,West,0,0
606,True,3580.0,18.0,South,North,0,0
607,True,3585.0,18.0,West,North,0,0
608,True,3588.0,20.0,North,West,0,0
609,True,3596.0,15.5,East,West,0,0
610,True,3599.5,15.5,South,North,0,0
611,True,3599.5,18.5,West,East,0,0
612,True,3604.5,16.5,North,South,0,0
613,False,3611.5,13.5,West,East,0,0
614,True,3616.5,15.5,South,North,0,0
615,True,3618.5,18.5,North,West,0,0
616,True,3624.0,18.0,East,North,0,0
617,True,3628.0,17.0,West,East,0,0
618,True,3630.0,20.0,North,West,0,0
619,True,3634.0,21.0,South,West,0,0
620,True,3646.5,15.5,East,West,0,0
621,True,3654.0,15.5,South,North,0,0
622,True,3656.0,16.5,West,East,0,0
623,True,3658.0,19.5,East,South,0,0
624,False,3663.5,16.0,North,South,0,0
625,True,3664.0,18.5,South,North,0,0
626,True,3667.0,20.5,West,South,0,0
627,True,3676.5,15.5,South,North,0,0
628,True,3680.5,15.5,West,East,0,0
629,True,3688.5,15.5,North,South,0,0
630,True,3688.5,20.5,South,West,0,0
631,True,3692.5,19.5,West,East,0,0
632,True,3701.0,17.5,South,East,0,0
633,True,3711.0,15.5,East,West,0,0
634,True,3713.0,18.5,South,West,0,0
635,True,3719.5,15.5,North,South,0,0
636,True,3719.5,18.5,West,East,0,0
637,True,3725.5,15.5,South,North,0,0
638,True,3728.0,18.0,East,South,0,0
639,True,3731.0,20.0,North,West,0,0
640,True,3741.0,15.5,North,South,0,0
643,False,3745.5,15.5,South,West,0,0
641,True,3744.5,19.5,West,East,0,0
642,True,3745.0,22.0,East,West,0,0
644,True,3755.0,15.5,North,South,0,0
645,False,3760.5,15.5,South,East,0,0
646,True,3766.5,15.5,West,East,0,0
647,True,3773.0,17.5,South,West,0,0
648,True,3776.0,17.5,East,West,0,0
649,True,3785.0,17.5,South,East,0,0
650,True,3792.5,15.5,North,South,0,0
651,True,3794.0,17.0,East,West,0,0
652,True,3796.5,19.5,West,North,0,0
653,False,3802.0,16.0,South,North,0,0
654,True,3809.0,17.5,West,North,0,0
655,True,3814.0,15.5,East,West,0,0
656,True,3815.5,19.0,North,East,0,0
657,True,3824.0,15.5,South,North,0,0
658,True,3825.0,17.5,East,West,0,0
659,False,3836.0,15.5,West,North,0,0
660,True,3840.5,15.5,East,West,0,0
661,True,3844.0,15.5,North,South,0,0
662,True,3850.5,15.5,West,East,0,0
663,True,3852.0,17.0,South,North,0,0
664,True,3853.0,19.0,East,West,0,0
665,False,3862.0,13.5,West,East,0,0
666,False,3867.0,15.5,North,East,0,0
667,True,3869.5,18.0,East,North,0,0
668,True,3874.5,18.0,West,South,0,0
669,True,3882.5,17.5,North,West,0,0
670,True,3889.0,17.5,South,East,0,0
671,True,3892.5,17.0,East,West,0,0
672,True,3895.5,17.0,West,East,0,0
